order_item_id,order_id,product_id,quantity,unit_price,total_price
OI004669,ORD01568,P1912,1,11377.98,11377.98
OI004670,ORD01568,P1490,1,16702.55,16702.55
OI004671,ORD01569,P1782,1,4387.59,4387.59
OI004672,ORD01569,P0792,1,3211.15,3211.15
OI004673,ORD01569,P0666,3,6537.38,19612.14
OI004674,ORD01570,P0719,1,10598.96,10598.96
OI004675,ORD01570,P0357,1,2298.0,2298.0
OI004676,ORD01570,P0639,2,6347.03,12694.06
OI004677,ORD01570,P0775,1,7389.99,7389.99
OI004678,ORD01570,P1978,1,5248.33,5248.33
OI004679,ORD01571,P0033,1,1112.4,1112.4
OI004680,ORD01571,P1913,1,2198.93,2198.93
OI004681,ORD01571,P1990,1,3071.74,3071.74
OI004682,ORD01571,P1970,1,2700.26,2700.26
OI004683,ORD01572,P1577,3,7900.36,23701.08
OI004684,ORD01572,P0551,1,3452.05,3452.05
OI004685,ORD01572,P1084,2,4111.0,8222.0
OI004686,ORD01572,P0011,1,4767.21,4767.21
OI004687,ORD01572,P0007,1,3113.05,3113.05
OI004688,ORD01573,P1181,1,1218.03,1218.03
OI004689,ORD01573,P0638,1,1049.88,1049.88
OI004690,ORD01573,P0748,1,12483.7,12483.7
OI004691,ORD01574,P0890,1,1411.7,1411.7
OI004692,ORD01574,P0714,1,6682.43,6682.43
OI004693,ORD01574,P0673,1,6477.97,6477.97
OI004694,ORD01574,P1593,1,657.55,657.55
OI004695,ORD01575,P1549,1,1839.92,1839.92
OI004696,ORD01575,P0149,1,2378.14,2378.14
OI004697,ORD01575,P1586,1,8303.07,8303.07
OI004698,ORD01575,P1622,1,953.55,953.55
OI004699,ORD01576,P1806,1,1629.52,1629.52
OI004700,ORD01577,P1631,1,387.78,387.78
OI004701,ORD01578,P0657,3,12834.32,38502.96
OI004702,ORD01578,P0300,3,1261.52,3784.56
OI004703,ORD01578,P1973,1,6998.0,6998.0
OI004704,ORD01578,P1310,1,6946.36,6946.36
OI004705,ORD01578,P0006,1,2132.73,2132.73
OI004706,ORD01579,P1781,1,1712.65,1712.65
OI004707,ORD01580,P0802,2,5199.08,10398.16
OI004708,ORD01580,P0777,1,3374.25,3374.25
OI004709,ORD01581,P1935,1,2209.02,2209.02
OI004710,ORD01581,P1937,1,1901.85,1901.85
OI004711,ORD01582,P1905,1,2643.69,2643.69
OI004712,ORD01582,P0796,1,1032.84,1032.84
OI004713,ORD01582,P0373,1,4171.63,4171.63
OI004714,ORD01582,P0125,1,3297.41,3297.41
OI004715,ORD01583,P0697,1,1549.04,1549.04
OI004716,ORD01583,P1965,1,3191.67,3191.67
OI004717,ORD01583,P1360,1,17246.49,17246.49
OI004718,ORD01584,P0545,1,9509.2,9509.2
OI004719,ORD01584,P1497,3,1666.87,5000.61
OI004720,ORD01585,P0889,1,1205.7,1205.7
OI004721,ORD01585,P1542,2,6423.65,12847.3
OI004722,ORD01586,P0914,1,1391.48,1391.48
OI004723,ORD01587,P1817,1,3758.23,3758.23
OI004724,ORD01587,P1753,2,1714.63,3429.26
OI004725,ORD01587,P0276,1,1704.86,1704.86
OI004726,ORD01587,P0378,1,1005.91,1005.91
OI004727,ORD01587,P1387,1,4041.09,4041.09
OI004728,ORD01588,P1890,2,2870.88,5741.76
OI004729,ORD01589,P0267,1,2610.88,2610.88
OI004730,ORD01589,P1443,2,7689.54,15379.08
OI004731,ORD01589,P1097,1,733.87,733.87
OI004732,ORD01590,P1920,1,5456.92,5456.92
OI004733,ORD01590,P1605,1,6223.87,6223.87
OI004734,ORD01590,P0650,1,5120.2,5120.2
OI004735,ORD01591,P1356,1,9841.3,9841.3
OI004736,ORD01591,P0433,1,5201.22,5201.22
OI004737,ORD01591,P0424,1,615.87,615.87
OI004738,ORD01592,P0863,2,1474.99,2949.98
OI004739,ORD01592,P0771,1,1445.12,1445.12
OI004740,ORD01592,P0142,1,3179.47,3179.47
OI004741,ORD01592,P1519,1,1024.31,1024.31
OI004742,ORD01592,P1827,2,6786.53,13573.06
OI004743,ORD01593,P1481,1,1450.16,1450.16
OI004744,ORD01593,P0526,1,11689.34,11689.34
OI004745,ORD01594,P0108,1,7239.45,7239.45
OI004746,ORD01594,P0302,1,1546.1,1546.1
OI004747,ORD01595,P1969,1,966.24,966.24
OI004748,ORD01595,P0268,1,10170.66,10170.66
OI004749,ORD01595,P1480,1,2922.9,2922.9
OI004750,ORD01595,P1937,1,1792.94,1792.94
OI004751,ORD01596,P0545,1,10217.32,10217.32
OI004752,ORD01596,P0434,2,1362.61,2725.22
OI004753,ORD01596,P1709,1,865.47,865.47
OI004754,ORD01596,P0686,1,4443.62,4443.62
OI004755,ORD01596,P0990,1,182.14,182.14
OI004756,ORD01597,P1592,1,1844.76,1844.76
OI004757,ORD01598,P1389,1,4059.93,4059.93
OI004758,ORD01598,P1654,2,3568.66,7137.32
OI004759,ORD01599,P0282,1,6215.16,6215.16
OI004760,ORD01599,P1969,1,934.63,934.63
OI004761,ORD01599,P0405,1,404.95,404.95
OI004762,ORD01600,P1850,1,205.92,205.92
OI004763,ORD01600,P1275,2,7093.53,14187.06
OI004764,ORD01600,P1126,2,2320.57,4641.14
OI004765,ORD01601,P1946,1,1550.5,1550.5
OI004766,ORD01601,P0717,1,6286.02,6286.02
OI004767,ORD01601,P1355,1,6046.7,6046.7
OI004768,ORD01601,P1660,1,1333.74,1333.74
OI004769,ORD01602,P1223,1,13767.91,13767.91
OI004770,ORD01602,P1540,1,1705.31,1705.31
OI004771,ORD01603,P0303,1,4397.55,4397.55
OI004772,ORD01604,P1684,1,3260.52,3260.52
OI004773,ORD01604,P1127,1,5586.55,5586.55
OI004774,ORD01604,P1818,2,14641.57,29283.14
OI004775,ORD01604,P1315,1,632.18,632.18
OI004776,ORD01604,P1244,1,3459.58,3459.58
OI004777,ORD01605,P1310,1,7844.54,7844.54
OI004778,ORD01605,P1314,1,8680.37,8680.37
OI004779,ORD01605,P0044,1,1710.0,1710.0
OI004780,ORD01605,P1389,1,4106.61,4106.61
OI004781,ORD01606,P1159,1,7415.72,7415.72
OI004782,ORD01606,P1569,1,518.44,518.44
OI004783,ORD01606,P0348,1,6199.81,6199.81
OI004784,ORD01606,P1821,1,3399.13,3399.13
OI004785,ORD01607,P0171,1,2701.43,2701.43
OI004786,ORD01607,P1876,1,7561.52,7561.52
OI004787,ORD01608,P0716,1,11277.96,11277.96
OI004788,ORD01608,P0159,1,6359.44,6359.44
OI004789,ORD01609,P0223,1,9979.98,9979.98
OI004790,ORD01609,P1981,1,12410.38,12410.38
OI004791,ORD01609,P1416,1,1697.61,1697.61
OI004792,ORD01609,P1895,1,6192.92,6192.92
OI004793,ORD01609,P1930,2,4202.57,8405.14
OI004794,ORD01610,P1024,1,13782.32,13782.32
OI004795,ORD01610,P0609,1,8583.5,8583.5
OI004796,ORD01611,P0802,1,4768.12,4768.12
OI004797,ORD01611,P1674,1,3964.03,3964.03
OI004798,ORD01612,P1286,3,5915.02,17745.06
OI004799,ORD01612,P0211,1,13317.17,13317.17
OI004800,ORD01612,P1631,1,380.98,380.98
OI004801,ORD01613,P1794,1,2211.86,2211.86
OI004802,ORD01613,P0154,1,11755.76,11755.76
OI004803,ORD01614,P1911,1,1550.79,1550.79
OI004804,ORD01614,P1116,1,1556.77,1556.77
OI004805,ORD01614,P1175,1,3849.43,3849.43
OI004806,ORD01614,P1762,1,381.12,381.12
OI004807,ORD01614,P0145,1,18433.46,18433.46
OI004808,ORD01615,P0239,2,10784.87,21569.74
OI004809,ORD01616,P1649,1,7632.87,7632.87
OI004810,ORD01616,P1130,2,3068.96,6137.92
OI004811,ORD01617,P1966,1,1236.42,1236.42
OI004812,ORD01617,P1337,1,766.0,766.0
OI004813,ORD01617,P1581,1,12556.01,12556.01
OI004814,ORD01617,P0948,1,4904.3,4904.3
OI004815,ORD01617,P1786,1,9339.17,9339.17
OI004816,ORD01618,P0306,1,9959.96,9959.96
OI004817,ORD01618,P0563,1,15008.82,15008.82
OI004818,ORD01618,P1527,1,4200.84,4200.84
OI004819,ORD01618,P0520,1,2483.15,2483.15
OI004820,ORD01618,P0099,1,12313.93,12313.93
OI004821,ORD01619,P1539,2,4253.27,8506.54
OI004822,ORD01619,P1515,2,14167.63,28335.26
OI004823,ORD01619,P0931,1,7557.41,7557.41
OI004824,ORD01619,P0670,1,4743.95,4743.95
OI004825,ORD01619,P0521,1,2109.14,2109.14
OI004826,ORD01620,P1169,1,3903.1,3903.1
OI004827,ORD01620,P0715,2,5185.96,10371.92
OI004828,ORD01620,P0131,1,1588.08,1588.08
OI004829,ORD01620,P0643,2,842.7,1685.4
OI004830,ORD01621,P0695,1,12785.22,12785.22
OI004831,ORD01622,P1216,1,8915.42,8915.42
OI004832,ORD01622,P1103,1,105.46,105.46
OI004833,ORD01622,P1176,1,8338.7,8338.7
OI004834,ORD01623,P0775,1,7689.29,7689.29
OI004835,ORD01624,P1893,1,2662.07,2662.07
OI004836,ORD01624,P0249,1,7646.06,7646.06
OI004837,ORD01624,P0013,2,3993.37,7986.74
OI004838,ORD01625,P1192,1,3116.5,3116.5
OI004839,ORD01625,P0114,1,2079.18,2079.18
OI004840,ORD01625,P1158,1,2908.49,2908.49
OI004841,ORD01625,P0678,1,275.05,275.05
OI004842,ORD01625,P1033,1,950.28,950.28
OI004843,ORD01626,P1776,2,2361.67,4723.34
OI004844,ORD01626,P1985,1,12434.47,12434.47
OI004845,ORD01626,P0912,1,11688.5,11688.5
OI004846,ORD01626,P1300,1,2995.22,2995.22
OI004847,ORD01627,P1668,1,2619.17,2619.17
OI004848,ORD01627,P0818,1,5485.85,5485.85
OI004849,ORD01628,P1338,1,9020.45,9020.45
OI004850,ORD01628,P0629,1,2207.49,2207.49
OI004851,ORD01629,P0961,1,6350.03,6350.03
OI004852,ORD01629,P0772,1,1892.73,1892.73
OI004853,ORD01629,P0196,1,3775.51,3775.51
OI004854,ORD01629,P0527,1,4319.3,4319.3
OI004855,ORD01629,P1118,1,6540.32,6540.32
OI004856,ORD01630,P1847,1,12688.27,12688.27
OI004857,ORD01631,P1004,1,15710.17,15710.17
OI004858,ORD01632,P0242,1,9053.61,9053.61
OI004859,ORD01632,P0316,1,5375.85,5375.85
OI004860,ORD01632,P0610,1,2535.95,2535.95
OI004861,ORD01632,P1108,1,1811.04,1811.04
OI004862,ORD01633,P0690,1,15263.26,15263.26
OI004863,ORD01634,P1205,1,2013.78,2013.78
OI004864,ORD01634,P1469,2,3198.33,6396.66
OI004865,ORD01635,P0641,1,850.65,850.65
OI004866,ORD01635,P1555,1,6418.23,6418.23
OI004867,ORD01635,P1673,1,9800.49,9800.49
OI004868,ORD01635,P1710,1,3435.55,3435.55
OI004869,ORD01635,P1912,3,11532.12,34596.36
OI004870,ORD01636,P0731,1,5780.57,5780.57
OI004871,ORD01636,P1532,1,3939.15,3939.15
OI004872,ORD01636,P1042,1,1008.41,1008.41
OI004873,ORD01636,P1449,1,529.02,529.02
OI004874,ORD01637,P1862,1,5345.91,5345.91
OI004875,ORD01638,P1941,1,5413.22,5413.22
OI004876,ORD01638,P0006,1,1988.71,1988.71
OI004877,ORD01639,P1148,3,1431.29,4293.87
OI004878,ORD01640,P1350,1,1194.65,1194.65
OI004879,ORD01640,P0964,1,594.17,594.17
OI004880,ORD01640,P1976,1,825.75,825.75
OI004881,ORD01640,P1326,1,1332.95,1332.95
OI004882,ORD01640,P0498,1,15096.0,15096.0
OI004883,ORD01641,P0050,1,2344.86,2344.86
OI004884,ORD01641,P0790,1,8545.4,8545.4
OI004885,ORD01642,P0511,1,1316.95,1316.95
OI004886,ORD01642,P1350,1,1246.17,1246.17
OI004887,ORD01642,P1530,1,944.47,944.47
OI004888,ORD01643,P0387,1,351.75,351.75
OI004889,ORD01643,P0131,1,1660.39,1660.39
OI004890,ORD01643,P0863,1,1432.22,1432.22
OI004891,ORD01643,P0052,1,798.27,798.27
OI004892,ORD01643,P0322,2,3067.7,6135.4
OI004893,ORD01644,P0361,3,3328.72,9986.16
OI004894,ORD01645,P0077,1,1362.24,1362.24
OI004895,ORD01645,P0129,1,4757.55,4757.55
OI004896,ORD01645,P0396,1,139.82,139.82
OI004897,ORD01645,P0874,1,4496.32,4496.32
OI004898,ORD01645,P0998,1,6442.72,6442.72
OI004899,ORD01646,P0548,2,9436.82,18873.64
OI004900,ORD01646,P0445,1,6974.8,6974.8
OI004901,ORD01646,P0591,1,11632.09,11632.09
OI004902,ORD01647,P0649,1,5388.66,5388.66
OI004903,ORD01647,P0806,1,1625.2,1625.2
OI004904,ORD01648,P0297,1,6539.94,6539.94
OI004905,ORD01648,P0747,2,1558.35,3116.7
OI004906,ORD01648,P1646,1,1300.61,1300.61
OI004907,ORD01648,P0636,1,3873.69,3873.69
OI004908,ORD01649,P1909,1,471.97,471.97
OI004909,ORD01649,P1498,1,9070.03,9070.03
OI004910,ORD01649,P1524,1,5805.68,5805.68
OI004911,ORD01649,P0719,1,11162.43,11162.43
OI004912,ORD01650,P1883,1,12468.64,12468.64
OI004913,ORD01650,P1491,1,10469.28,10469.28
OI004914,ORD01650,P1570,1,16919.55,16919.55
OI004915,ORD01651,P0864,1,206.18,206.18
OI004916,ORD01651,P1673,1,9795.51,9795.51
OI004917,ORD01651,P2000,1,992.63,992.63
OI004918,ORD01651,P1795,1,1497.81,1497.81
OI004919,ORD01651,P1388,1,10952.14,10952.14
OI004920,ORD01652,P1714,2,10451.7,20903.4
OI004921,ORD01652,P1707,1,4602.25,4602.25
OI004922,ORD01652,P1494,1,13657.42,13657.42
OI004923,ORD01652,P1278,1,9139.72,9139.72
OI004924,ORD01653,P0192,1,2760.44,2760.44
OI004925,ORD01653,P0222,1,2900.87,2900.87
OI004926,ORD01653,P0826,2,12083.13,24166.26
OI004927,ORD01653,P0677,1,6259.69,6259.69
OI004928,ORD01654,P1853,1,1177.56,1177.56
OI004929,ORD01654,P0515,1,1666.57,1666.57
OI004930,ORD01654,P1333,1,2772.39,2772.39
OI004931,ORD01654,P1331,1,1435.66,1435.66
OI004932,ORD01654,P1963,2,611.11,1222.22
OI004933,ORD01655,P0077,1,1268.27,1268.27
OI004934,ORD01656,P0865,2,1318.81,2637.62
OI004935,ORD01656,P1983,1,1423.03,1423.03
OI004936,ORD01657,P0559,1,2781.85,2781.85
OI004937,ORD01657,P0289,1,2640.17,2640.17
OI004938,ORD01657,P1096,1,1419.05,1419.05
OI004939,ORD01657,P1140,1,4928.16,4928.16
OI004940,ORD01657,P0722,1,2892.06,2892.06
OI004941,ORD01658,P1038,1,15023.03,15023.03
OI004942,ORD01658,P1156,1,2820.33,2820.33
OI004943,ORD01658,P0983,1,1650.16,1650.16
OI004944,ORD01659,P0116,1,15243.36,15243.36
OI004945,ORD01659,P0628,2,740.33,1480.66
OI004946,ORD01660,P0740,1,1162.53,1162.53
OI004947,ORD01660,P1941,1,5589.29,5589.29
OI004948,ORD01660,P1503,1,592.03,592.03
OI004949,ORD01661,P0247,1,1630.67,1630.67
OI004950,ORD01661,P0830,1,3735.31,3735.31
OI004951,ORD01661,P0506,1,1935.71,1935.71
OI004952,ORD01661,P0986,2,2347.56,4695.12
OI004953,ORD01662,P0484,1,7832.56,7832.56
OI004954,ORD01662,P1142,1,427.77,427.77
OI004955,ORD01663,P1210,1,2704.91,2704.91
OI004956,ORD01663,P1166,2,1380.29,2760.58
OI004957,ORD01663,P0082,1,389.43,389.43
OI004958,ORD01664,P1529,1,9097.97,9097.97
OI004959,ORD01664,P0957,1,496.6,496.6
OI004960,ORD01664,P1502,1,8945.52,8945.52
OI004961,ORD01664,P1829,1,22843.8,22843.8
OI004962,ORD01665,P1347,1,5282.93,5282.93
OI004963,ORD01665,P0131,1,1715.06,1715.06
OI004964,ORD01665,P1113,1,4972.6,4972.6
OI004965,ORD01665,P1654,1,3398.16,3398.16
OI004966,ORD01665,P1721,1,547.91,547.91
OI004967,ORD01666,P0914,1,1611.08,1611.08
OI004968,ORD01667,P1457,1,2207.78,2207.78
OI004969,ORD01667,P0783,1,3056.12,3056.12
OI004970,ORD01667,P0479,1,6987.93,6987.93
OI004971,ORD01668,P1128,1,8073.2,8073.2
OI004972,ORD01669,P1714,2,10562.92,21125.84
OI004973,ORD01669,P0988,1,5304.98,5304.98
OI004974,ORD01670,P0064,1,2724.4,2724.4
OI004975,ORD01670,P1566,1,8593.85,8593.85
OI004976,ORD01670,P1199,2,20310.16,40620.32
OI004977,ORD01670,P1639,1,12043.06,12043.06
OI004978,ORD01670,P1996,1,476.45,476.45
OI004979,ORD01671,P1623,1,10213.73,10213.73
OI004980,ORD01671,P1034,1,6602.57,6602.57
OI004981,ORD01671,P0678,1,309.83,309.83
OI004982,ORD01671,P1367,1,889.78,889.78
OI004983,ORD01672,P0277,1,3836.27,3836.27
OI004984,ORD01672,P0320,1,365.09,365.09
OI004985,ORD01673,P1456,2,8054.75,16109.5
OI004986,ORD01673,P0040,1,5755.3,5755.3
OI004987,ORD01674,P1278,1,9967.75,9967.75
OI004988,ORD01675,P1794,1,2304.2,2304.2
OI004989,ORD01676,P0492,1,12500.99,12500.99
OI004990,ORD01677,P0706,1,737.59,737.59
OI004991,ORD01677,P0427,2,3573.46,7146.92
OI004992,ORD01677,P1791,2,9450.31,18900.62
OI004993,ORD01677,P0165,1,4195.47,4195.47
OI004994,ORD01678,P0524,1,3069.57,3069.57
OI004995,ORD01678,P1137,1,5114.06,5114.06
OI004996,ORD01678,P1008,1,6040.64,6040.64
OI004997,ORD01678,P0891,1,6380.4,6380.4
OI004998,ORD01679,P0967,1,6447.69,6447.69
OI004999,ORD01679,P0163,1,10480.55,10480.55
OI005000,ORD01679,P0360,1,12067.17,12067.17
OI005001,ORD01679,P1124,1,3072.84,3072.84
OI005002,ORD01680,P0619,1,11355.66,11355.66
OI005003,ORD01680,P1945,1,795.45,795.45
OI005004,ORD01680,P1497,1,1472.08,1472.08
OI005005,ORD01680,P0179,1,1859.98,1859.98
OI005006,ORD01681,P1675,1,7792.84,7792.84
OI005007,ORD01681,P1384,1,1618.41,1618.41
OI005008,ORD01682,P1864,1,18737.93,18737.93
OI005009,ORD01683,P1680,1,18663.18,18663.18
OI005010,ORD01683,P0984,1,384.54,384.54
OI005011,ORD01684,P1657,1,3390.69,3390.69
OI005012,ORD01684,P0797,2,7549.66,15099.32
OI005013,ORD01684,P1116,1,1509.2,1509.2
OI005014,ORD01684,P0160,2,2683.81,5367.62
OI005015,ORD01684,P0200,1,12019.19,12019.19
OI005016,ORD01685,P1483,1,2864.72,2864.72
OI005017,ORD01685,P1561,1,5793.3,5793.3
OI005018,ORD01685,P1128,1,8435.32,8435.32
OI005019,ORD01685,P1725,2,960.43,1920.86
OI005020,ORD01685,P1668,1,2470.98,2470.98
OI005021,ORD01686,P0305,1,3698.9,3698.9
OI005022,ORD01686,P1251,1,8102.01,8102.01
OI005023,ORD01686,P0849,1,2398.06,2398.06
OI005024,ORD01687,P0083,1,18301.95,18301.95
OI005025,ORD01687,P1985,1,11291.48,11291.48
OI005026,ORD01687,P1073,1,3167.01,3167.01
OI005027,ORD01687,P1136,1,4292.14,4292.14
OI005028,ORD01688,P1018,1,3430.85,3430.85
OI005029,ORD01688,P1804,3,340.63,1021.89
OI005030,ORD01689,P0208,1,415.98,415.98
OI005031,ORD01690,P1954,1,12140.49,12140.49
OI005032,ORD01690,P0076,1,4134.84,4134.84
OI005033,ORD01690,P1363,1,2082.86,2082.86
OI005034,ORD01691,P0756,1,3311.63,3311.63
OI005035,ORD01692,P1486,1,2424.0,2424.0
OI005036,ORD01692,P1816,1,4023.71,4023.71
OI005037,ORD01692,P0399,1,4195.0,4195.0
OI005038,ORD01693,P1581,1,11749.59,11749.59
OI005039,ORD01693,P0201,2,18166.5,36333.0
OI005040,ORD01693,P1034,1,6202.05,6202.05
OI005041,ORD01694,P0129,1,5101.18,5101.18
OI005042,ORD01694,P0955,1,3508.59,3508.59
OI005043,ORD01695,P0536,1,6815.0,6815.0
OI005044,ORD01696,P0039,3,3312.55,9937.65
OI005045,ORD01696,P1085,1,1425.59,1425.59
OI005046,ORD01696,P0425,1,3986.65,3986.65
OI005047,ORD01696,P0077,1,1208.03,1208.03
OI005048,ORD01697,P0200,1,12624.68,12624.68
OI005049,ORD01698,P1326,1,1482.9,1482.9
OI005050,ORD01698,P0040,1,5374.9,5374.9
OI005051,ORD01698,P0275,1,5027.73,5027.73
OI005052,ORD01699,P0988,1,5147.76,5147.76
OI005053,ORD01699,P0109,1,698.07,698.07
OI005054,ORD01700,P0282,1,5748.62,5748.62
OI005055,ORD01700,P1705,1,448.05,448.05
OI005056,ORD01700,P0295,3,2904.24,8712.72
OI005057,ORD01700,P0781,1,753.86,753.86
OI005058,ORD01700,P0514,1,417.68,417.68
OI005059,ORD01701,P1970,1,2666.08,2666.08
OI005060,ORD01701,P0968,1,3541.37,3541.37
OI005061,ORD01701,P1481,1,1461.45,1461.45
OI005062,ORD01702,P1020,1,6711.84,6711.84
OI005063,ORD01702,P1674,1,3595.36,3595.36
OI005064,ORD01702,P1799,1,5238.52,5238.52
OI005065,ORD01703,P1227,2,12592.5,25185.0
OI005066,ORD01704,P1933,1,1430.71,1430.71
OI005067,ORD01704,P1885,1,1984.62,1984.62
OI005068,ORD01704,P1385,1,4375.25,4375.25
OI005069,ORD01704,P0972,1,140.56,140.56
OI005070,ORD01705,P1798,1,1559.87,1559.87
OI005071,ORD01705,P1823,1,8521.53,8521.53
OI005072,ORD01705,P0230,1,5952.14,5952.14
OI005073,ORD01705,P0685,1,2445.03,2445.03
OI005074,ORD01705,P1310,3,6741.51,20224.53
OI005075,ORD01706,P1876,1,6541.32,6541.32
OI005076,ORD01706,P1240,1,4030.18,4030.18
OI005077,ORD01706,P1407,1,627.37,627.37
OI005078,ORD01707,P0171,1,3115.84,3115.84
OI005079,ORD01707,P1609,1,1786.7,1786.7
OI005080,ORD01707,P1690,3,2500.82,7502.46
OI005081,ORD01708,P1077,1,8376.82,8376.82
OI005082,ORD01708,P1350,1,1187.66,1187.66
OI005083,ORD01708,P1592,1,1775.66,1775.66
OI005084,ORD01708,P1723,1,838.17,838.17
OI005085,ORD01709,P1092,1,7627.05,7627.05
OI005086,ORD01709,P0177,2,5548.93,11097.86
OI005087,ORD01709,P1449,1,434.52,434.52
OI005088,ORD01709,P1944,1,3391.72,3391.72
OI005089,ORD01709,P1130,1,2928.38,2928.38
OI005090,ORD01710,P1136,1,3959.27,3959.27
OI005091,ORD01710,P1132,1,1772.35,1772.35
OI005092,ORD01711,P0040,1,6188.61,6188.61
OI005093,ORD01712,P1849,1,1800.42,1800.42
OI005094,ORD01712,P1230,1,2098.36,2098.36
OI005095,ORD01712,P1228,1,6243.48,6243.48
OI005096,ORD01712,P0508,1,2303.51,2303.51
OI005097,ORD01713,P0840,1,1888.3,1888.3
OI005098,ORD01713,P1375,1,1127.58,1127.58
OI005099,ORD01713,P1537,1,3099.36,3099.36
OI005100,ORD01713,P0195,1,2703.09,2703.09
OI005101,ORD01713,P0214,1,9081.4,9081.4
OI005102,ORD01714,P0297,2,6337.84,12675.68
OI005103,ORD01714,P1862,1,5424.54,5424.54
OI005104,ORD01714,P1488,2,9522.02,19044.04
OI005105,ORD01714,P0984,3,410.98,1232.94
OI005106,ORD01714,P1179,1,150.37,150.37
OI005107,ORD01715,P0996,2,1665.76,3331.52
OI005108,ORD01715,P1139,1,6567.78,6567.78
OI005109,ORD01715,P1945,1,863.31,863.31
OI005110,ORD01715,P1730,1,7610.81,7610.81
OI005111,ORD01716,P0753,1,5788.11,5788.11
OI005112,ORD01716,P1981,1,11641.19,11641.19
OI005113,ORD01717,P1113,1,5421.93,5421.93
OI005114,ORD01717,P0080,1,8703.7,8703.7
OI005115,ORD01718,P1987,1,4468.37,4468.37
OI005116,ORD01718,P1397,3,1810.19,5430.57
OI005117,ORD01718,P1524,2,5673.74,11347.48
OI005118,ORD01719,P1390,1,4342.9,4342.9
OI005119,ORD01719,P0090,1,4807.01,4807.01
OI005120,ORD01719,P1883,1,11558.9,11558.9
OI005121,ORD01720,P0847,2,10417.54,20835.08
OI005122,ORD01720,P0820,1,5479.04,5479.04
OI005123,ORD01720,P1728,1,4674.82,4674.82
OI005124,ORD01720,P1367,2,771.7,1543.4
OI005125,ORD01720,P0437,1,1159.28,1159.28
OI005126,ORD01721,P1844,1,4485.0,4485.0
OI005127,ORD01721,P0275,2,5391.3,10782.6
OI005128,ORD01721,P0021,1,5014.76,5014.76
OI005129,ORD01721,P0327,1,7295.5,7295.5
OI005130,ORD01721,P1241,1,3203.02,3203.02
OI005131,ORD01722,P1289,1,4319.38,4319.38
OI005132,ORD01722,P0454,1,18008.49,18008.49
OI005133,ORD01722,P1446,1,13808.09,13808.09
OI005134,ORD01722,P1810,1,4597.13,4597.13
OI005135,ORD01723,P0596,1,4530.78,4530.78
OI005136,ORD01723,P1742,1,1642.38,1642.38
OI005137,ORD01723,P0072,3,407.78,1223.34
OI005138,ORD01724,P1258,1,994.81,994.81
OI005139,ORD01724,P1513,1,511.52,511.52
OI005140,ORD01724,P0129,1,4956.17,4956.17
OI005141,ORD01724,P0056,1,3081.21,3081.21
OI005142,ORD01724,P1622,1,1023.27,1023.27
OI005143,ORD01725,P1394,1,7977.82,7977.82
OI005144,ORD01725,P1637,1,3682.39,3682.39
OI005145,ORD01726,P1670,1,1661.28,1661.28
OI005146,ORD01726,P0510,1,683.91,683.91
OI005147,ORD01726,P0345,1,2865.18,2865.18
OI005148,ORD01726,P0215,1,4319.84,4319.84
OI005149,ORD01726,P1166,2,1445.53,2891.06
OI005150,ORD01727,P1691,1,624.4,624.4
OI005151,ORD01727,P1037,1,3740.96,3740.96
OI005152,ORD01727,P1571,1,4147.23,4147.23
OI005153,ORD01727,P1168,1,9208.13,9208.13
OI005154,ORD01727,P0372,1,139.35,139.35
OI005155,ORD01728,P1309,1,2527.4,2527.4
OI005156,ORD01728,P1387,1,3635.92,3635.92
OI005157,ORD01729,P0383,1,5911.35,5911.35
OI005158,ORD01729,P0735,1,618.11,618.11
OI005159,ORD01729,P0384,1,5491.88,5491.88
OI005160,ORD01729,P1700,1,13725.01,13725.01
OI005161,ORD01730,P1313,1,5465.97,5465.97
OI005162,ORD01730,P0834,1,9519.59,9519.59
OI005163,ORD01731,P0414,2,19987.93,39975.86
OI005164,ORD01731,P0487,1,313.21,313.21
OI005165,ORD01731,P0561,3,4158.53,12475.59
OI005166,ORD01731,P1195,1,2382.07,2382.07
OI005167,ORD01731,P1110,1,5421.06,5421.06
OI005168,ORD01732,P1731,1,1717.13,1717.13
OI005169,ORD01732,P1816,1,3688.04,3688.04
OI005170,ORD01733,P0892,1,4734.33,4734.33
OI005171,ORD01733,P0140,2,18788.38,37576.76
OI005172,ORD01734,P0959,1,15440.03,15440.03
OI005173,ORD01734,P2000,1,983.64,983.64
OI005174,ORD01734,P0874,2,4217.32,8434.64
OI005175,ORD01734,P1280,2,638.5,1277.0
OI005176,ORD01735,P0691,1,3640.36,3640.36
OI005177,ORD01735,P0501,1,851.92,851.92
OI005178,ORD01735,P0917,1,1201.29,1201.29
OI005179,ORD01736,P1349,2,2043.22,4086.44
OI005180,ORD01736,P0172,1,425.59,425.59
OI005181,ORD01736,P0166,1,4210.26,4210.26
OI005182,ORD01736,P0992,1,1332.63,1332.63
OI005183,ORD01736,P1198,2,1711.14,3422.28
OI005184,ORD01737,P0610,1,2840.91,2840.91
OI005185,ORD01737,P0901,1,12026.17,12026.17
OI005186,ORD01737,P1513,1,507.09,507.09
OI005187,ORD01737,P1572,1,185.96,185.96
OI005188,ORD01738,P0562,1,9977.93,9977.93
OI005189,ORD01738,P0096,1,2696.19,2696.19
OI005190,ORD01739,P1520,1,2054.71,2054.71
