review_id,customer_id,product_id,rating,review_text,review_date,sentiment
R01702,CUST2644,P0289,3,"Average quality, meets expectations.",2025-06-28,Neutral
R01703,CUST4411,P1801,5,Works as expected.,2025-11-11,Positive
R01704,CUST2504,P1076,4,Good value for money.,2025-04-30,Positive
R01705,CUST4448,P1305,5,Good value for money.,2025-11-14,Positive
R01706,CUST2104,P1978,4,Very satisfied with the purchase.,2025-05-20,Positive
R01707,CUST2868,P1505,5,Quality is great for the price.,2025-09-20,Positive
R01708,CUST4139,P0657,1,Stopped working after a week.,2021-11-18,Negative
R01709,CUST1369,P1348,5,"Excellent product, highly recommended!",2024-12-18,Positive
R01710,CUST1872,P1422,4,Good value for money.,2025-10-01,Positive
R01711,CUST4969,P0707,5,Works as expected.,2025-11-11,Positive
R01712,CUST4994,P1092,5,Good value for money.,2022-08-05,Positive
R01713,CUST2839,P1962,4,Good value for money.,2025-07-09,Positive
R01714,CUST3966,P1213,1,Disappointed with the build quality.,2024-05-19,Negative
R01715,CUST4916,P1422,5,Quality is great for the price.,2025-01-24,Positive
R01716,CUST4696,P0099,3,It's fine but could be better.,2023-07-09,Neutral
R01717,CUST0764,P1625,5,"Excellent product, highly recommended!",2024-06-15,Positive
R01718,CUST1563,P0026,2,Poor customer service experience.,2025-08-08,Negative
R01719,CUST2732,P1098,5,Very satisfied with the purchase.,2025-11-02,Positive
R01720,CUST3286,P0513,5,Good value for money.,2023-11-05,Positive
R01721,CUST0975,P0915,5,"Excellent product, highly recommended!",2025-08-25,Positive
R01722,CUST3134,P1198,4,Quality is great for the price.,2025-02-15,Positive
R01723,CUST0576,P1332,5,"Excellent product, highly recommended!",2025-11-02,Positive
R01724,CUST0353,P0418,5,Works as expected.,2024-11-25,Positive
R01725,CUST2952,P0272,3,"Product is okay, nothing special.",2023-09-07,Neutral
R01726,CUST4017,P0585,5,Works as expected.,2025-07-07,Positive
R01727,CUST0398,P0253,4,Quality is great for the price.,2025-07-17,Positive
R01728,CUST2002,P0493,5,"Excellent product, highly recommended!",2025-04-18,Positive
R01729,CUST3030,P0448,2,Not worth the money.,2025-05-31,Negative
R01730,CUST3643,P1791,2,Not worth the money.,2022-11-15,Negative
R01731,CUST0930,P1201,4,Good value for money.,2024-08-28,Positive
R01732,CUST2988,P0183,4,"Excellent product, highly recommended!",2022-05-12,Positive
R01733,CUST4490,P0835,3,"Average quality, meets expectations.",2025-06-28,Neutral
R01734,CUST4980,P0906,5,Very satisfied with the purchase.,2024-03-15,Positive
R01735,CUST2945,P1427,5,"Excellent product, highly recommended!",2023-08-29,Positive
R01736,CUST1867,P1818,4,Quality is great for the price.,2025-06-08,Positive
R01737,CUST3041,P0952,4,Quality is great for the price.,2025-09-25,Positive
R01738,CUST2500,P1713,2,Disappointed with the build quality.,2025-02-21,Negative
R01739,CUST2394,P1318,5,Very satisfied with the purchase.,2024-02-28,Positive
R01740,CUST4256,P0680,5,Quality is great for the price.,2022-09-17,Positive
R01741,CUST4068,P0364,3,Decent product for the price.,2025-09-04,Neutral
R01742,CUST3728,P1057,5,Very satisfied with the purchase.,2025-09-29,Positive
R01743,CUST1829,P0381,5,Works as expected.,2023-05-16,Positive
R01744,CUST2974,P0718,4,Works as expected.,2025-11-12,Positive
R01745,CUST4744,P0410,3,"Product is okay, nothing special.",2025-08-27,Neutral
R01746,CUST4043,P0291,4,Good value for money.,2025-08-04,Positive
R01747,CUST0541,P1324,5,"Excellent product, highly recommended!",2022-06-21,Positive
R01748,CUST1670,P0413,4,Quality is great for the price.,2022-07-15,Positive
R01749,CUST1108,P1693,5,Works as expected.,2025-01-17,Positive
R01750,CUST2998,P0964,2,Stopped working after a week.,2025-06-23,Negative
R01751,CUST0824,P1231,5,Quality is great for the price.,2025-02-26,Positive
R01752,CUST3732,P0091,3,"Average quality, meets expectations.",2023-07-21,Neutral
R01753,CUST4698,P0623,4,Very satisfied with the purchase.,2025-09-22,Positive
R01754,CUST2264,P1023,5,"Excellent product, highly recommended!",2025-08-07,Positive
R01755,CUST1277,P0591,3,"Average quality, meets expectations.",2025-08-25,Neutral
R01756,CUST3577,P0656,2,Stopped working after a week.,2023-10-27,Negative
R01757,CUST0670,P0565,1,Stopped working after a week.,2023-03-12,Negative
R01758,CUST0105,P1950,4,"Excellent product, highly recommended!",2022-04-25,Positive
R01759,CUST0552,P1601,5,Quality is great for the price.,2024-06-10,Positive
R01760,CUST1184,P0391,3,"Product is okay, nothing special.",2023-02-18,Neutral
R01761,CUST2108,P1913,5,Very satisfied with the purchase.,2025-06-03,Positive
R01762,CUST3325,P0689,3,It's fine but could be better.,2024-04-21,Neutral
R01763,CUST1090,P1887,5,Works as expected.,2024-07-01,Positive
R01764,CUST4130,P0153,4,"Excellent product, highly recommended!",2022-06-01,Positive
R01765,CUST2744,P0413,5,Very satisfied with the purchase.,2025-10-01,Positive
R01766,CUST0798,P1555,4,Very satisfied with the purchase.,2021-11-23,Positive
R01767,CUST3961,P0960,5,Good value for money.,2025-07-25,Positive
R01768,CUST4854,P0465,2,Not worth the money.,2025-06-27,Negative
R01769,CUST4126,P0852,4,Very satisfied with the purchase.,2025-05-14,Positive
R01770,CUST2932,P1983,2,Poor customer service experience.,2020-12-14,Negative
R01771,CUST3776,P1897,5,Very satisfied with the purchase.,2025-06-30,Positive
R01772,CUST4240,P0626,3,It's fine but could be better.,2025-11-06,Neutral
R01773,CUST3649,P1746,5,"Excellent product, highly recommended!",2022-01-05,Positive
R01774,CUST0126,P0876,5,"Excellent product, highly recommended!",2024-08-19,Positive
R01775,CUST0244,P1599,3,"Product is okay, nothing special.",2025-09-21,Neutral
R01776,CUST2494,P0215,5,Very satisfied with the purchase.,2024-01-20,Positive
R01777,CUST3881,P0621,4,"Excellent product, highly recommended!",2024-02-04,Positive
R01778,CUST2823,P0094,5,"Excellent product, highly recommended!",2025-03-20,Positive
R01779,CUST2055,P0624,4,Quality is great for the price.,2025-11-12,Positive
R01780,CUST1375,P1073,5,"Excellent product, highly recommended!",2025-09-24,Positive
R01781,CUST3134,P1315,5,Works as expected.,2021-10-05,Positive
R01782,CUST3717,P0671,3,"Product is okay, nothing special.",2024-02-16,Neutral
R01783,CUST1175,P1328,4,Very satisfied with the purchase.,2024-02-16,Positive
R01784,CUST1283,P1272,1,Stopped working after a week.,2025-11-04,Negative
R01785,CUST0672,P1944,2,Stopped working after a week.,2023-02-24,Negative
R01786,CUST3717,P0496,5,Quality is great for the price.,2023-04-02,Positive
R01787,CUST0349,P0141,5,Works as expected.,2024-08-06,Positive
R01788,CUST4783,P0260,3,Decent product for the price.,2023-04-08,Neutral
R01789,CUST3003,P0596,5,Very satisfied with the purchase.,2024-11-04,Positive
R01790,CUST3649,P1350,1,Poor customer service experience.,2025-03-02,Negative
R01791,CUST4475,P0813,3,"Average quality, meets expectations.",2020-02-21,Neutral
R01792,CUST1701,P0542,2,Disappointed with the build quality.,2023-05-11,Negative
R01793,CUST0214,P0730,5,"Excellent product, highly recommended!",2022-06-05,Positive
R01794,CUST3312,P0410,5,Works as expected.,2024-01-04,Positive
R01795,CUST3927,P0723,3,It's fine but could be better.,2025-10-03,Neutral
R01796,CUST2028,P0903,5,Works as expected.,2025-03-18,Positive
R01797,CUST4285,P0887,3,"Average quality, meets expectations.",2024-09-30,Neutral
R01798,CUST1639,P0906,4,Works as expected.,2025-10-18,Positive
R01799,CUST4285,P1518,4,Very satisfied with the purchase.,2024-07-03,Positive
R01800,CUST4802,P1539,4,Quality is great for the price.,2025-10-15,Positive
R01801,CUST1373,P1938,5,Good value for money.,2024-08-03,Positive
R01802,CUST0356,P1982,5,"Excellent product, highly recommended!",2023-12-01,Positive
R01803,CUST4771,P0465,3,It's fine but could be better.,2025-11-07,Neutral
R01804,CUST4168,P1131,2,Not worth the money.,2025-04-24,Negative
R01805,CUST3477,P0322,5,"Excellent product, highly recommended!",2024-10-04,Positive
R01806,CUST4362,P0317,4,Good value for money.,2025-10-11,Positive
R01807,CUST4146,P1971,3,It's fine but could be better.,2025-03-27,Neutral
R01808,CUST1471,P0927,3,Decent product for the price.,2022-10-26,Neutral
R01809,CUST4603,P1910,4,Works as expected.,2024-09-04,Positive
R01810,CUST0910,P1396,5,Works as expected.,2023-09-30,Positive
R01811,CUST4663,P0708,5,"Excellent product, highly recommended!",2021-11-11,Positive
R01812,CUST4902,P1608,5,Works as expected.,2025-01-16,Positive
R01813,CUST3466,P1058,5,Good value for money.,2024-12-14,Positive
R01814,CUST2923,P0622,5,"Excellent product, highly recommended!",2024-01-14,Positive
R01815,CUST4244,P1685,5,"Excellent product, highly recommended!",2024-07-05,Positive
R01816,CUST0146,P1360,5,"Excellent product, highly recommended!",2025-10-16,Positive
R01817,CUST1374,P0925,3,It's fine but could be better.,2024-08-11,Neutral
R01818,CUST4332,P1012,4,Very satisfied with the purchase.,2024-01-04,Positive
R01819,CUST0576,P0460,5,Very satisfied with the purchase.,2024-11-01,Positive
R01820,CUST2337,P1542,2,Disappointed with the build quality.,2025-10-07,Negative
R01821,CUST3605,P1770,3,It's fine but could be better.,2020-12-07,Neutral
R01822,CUST2380,P1748,5,Works as expected.,2025-02-12,Positive
R01823,CUST1982,P1860,2,Not worth the money.,2024-04-29,Negative
R01824,CUST0271,P0532,4,Very satisfied with the purchase.,2024-05-20,Positive
R01825,CUST2228,P0408,3,Decent product for the price.,2025-09-20,Neutral
R01826,CUST4471,P1436,1,Poor customer service experience.,2025-05-09,Negative
R01827,CUST1059,P0659,5,Very satisfied with the purchase.,2025-04-02,Positive
R01828,CUST4561,P1422,3,It's fine but could be better.,2024-07-25,Neutral
R01829,CUST3547,P1901,4,Quality is great for the price.,2025-10-10,Positive
R01830,CUST2543,P1963,5,Very satisfied with the purchase.,2023-12-09,Positive
R01831,CUST1116,P1254,5,"Excellent product, highly recommended!",2024-11-12,Positive
R01832,CUST0335,P1810,4,Works as expected.,2025-06-04,Positive
R01833,CUST0661,P1868,3,"Average quality, meets expectations.",2024-07-23,Neutral
R01834,CUST1185,P0578,5,Works as expected.,2025-10-17,Positive
R01835,CUST1134,P0005,5,Works as expected.,2023-04-30,Positive
R01836,CUST1813,P0745,1,Poor customer service experience.,2025-04-10,Negative
R01837,CUST4433,P0478,3,It's fine but could be better.,2024-06-10,Neutral
R01838,CUST2535,P1726,3,It's fine but could be better.,2025-09-29,Neutral
R01839,CUST0639,P0180,5,Works as expected.,2024-01-17,Positive
R01840,CUST2595,P0413,3,"Average quality, meets expectations.",2023-02-25,Neutral
R01841,CUST1248,P1137,5,"Excellent product, highly recommended!",2022-04-23,Positive
R01842,CUST3953,P1808,5,Good value for money.,2025-09-22,Positive
R01843,CUST4844,P0058,4,Good value for money.,2024-04-15,Positive
R01844,CUST0062,P0583,5,Quality is great for the price.,2024-12-21,Positive
R01845,CUST2190,P0107,4,Works as expected.,2025-06-09,Positive
R01846,CUST4406,P0234,4,"Excellent product, highly recommended!",2025-03-15,Positive
R01847,CUST3846,P1842,5,Very satisfied with the purchase.,2023-08-01,Positive
R01848,CUST0469,P0623,4,Works as expected.,2025-07-12,Positive
R01849,CUST4956,P1851,5,Good value for money.,2025-05-28,Positive
R01850,CUST3612,P1405,5,"Excellent product, highly recommended!",2025-06-24,Positive
R01851,CUST4907,P0789,5,Works as expected.,2025-10-24,Positive
R01852,CUST1709,P0786,2,Disappointed with the build quality.,2025-08-30,Negative
R01853,CUST2410,P1587,3,"Product is okay, nothing special.",2024-05-28,Neutral
R01854,CUST2066,P1086,5,Works as expected.,2025-11-03,Positive
R01855,CUST3843,P1220,3,"Product is okay, nothing special.",2024-03-23,Neutral
R01856,CUST2306,P0598,5,Works as expected.,2021-03-28,Positive
R01857,CUST0614,P1099,1,Poor customer service experience.,2024-06-25,Negative
R01858,CUST3337,P0353,5,Very satisfied with the purchase.,2025-05-10,Positive
R01859,CUST0482,P1612,1,Poor customer service experience.,2023-06-14,Negative
R01860,CUST0261,P0011,5,Works as expected.,2025-01-16,Positive
R01861,CUST4884,P0447,5,Good value for money.,2025-03-24,Positive
R01862,CUST0586,P0429,5,Quality is great for the price.,2025-10-25,Positive
R01863,CUST0504,P1230,1,Poor customer service experience.,2025-04-18,Negative
R01864,CUST2379,P1358,4,Very satisfied with the purchase.,2024-08-06,Positive
R01865,CUST3465,P1167,5,Quality is great for the price.,2024-09-12,Positive
R01866,CUST1470,P1748,5,Good value for money.,2025-01-09,Positive
R01867,CUST3212,P1968,3,It's fine but could be better.,2025-06-11,Neutral
R01868,CUST0543,P0466,5,Good value for money.,2025-05-04,Positive
R01869,CUST0961,P1704,5,Good value for money.,2025-04-22,Positive
R01870,CUST0064,P0949,2,Poor customer service experience.,2021-10-27,Negative
R01871,CUST0578,P0079,5,"Excellent product, highly recommended!",2023-07-01,Positive
R01872,CUST1687,P0894,4,"Excellent product, highly recommended!",2024-03-31,Positive
R01873,CUST1906,P1491,5,Quality is great for the price.,2025-10-14,Positive
R01874,CUST1661,P1609,4,"Excellent product, highly recommended!",2022-05-27,Positive
R01875,CUST0935,P0859,4,Good value for money.,2024-03-15,Positive
R01876,CUST2318,P1176,4,Good value for money.,2025-03-20,Positive
R01877,CUST1573,P0235,5,Works as expected.,2023-03-03,Positive
R01878,CUST1218,P0717,5,Very satisfied with the purchase.,2025-08-15,Positive
R01879,CUST3246,P1679,3,"Average quality, meets expectations.",2025-09-18,Neutral
R01880,CUST1404,P1854,5,Very satisfied with the purchase.,2021-07-19,Positive
R01881,CUST1827,P0295,5,Very satisfied with the purchase.,2024-09-23,Positive
R01882,CUST0616,P0681,4,Works as expected.,2025-11-02,Positive
R01883,CUST1568,P1691,3,Decent product for the price.,2025-07-08,Neutral
R01884,CUST1658,P1234,5,"Excellent product, highly recommended!",2025-10-12,Positive
R01885,CUST2957,P1528,5,"Excellent product, highly recommended!",2025-05-13,Positive
R01886,CUST3777,P0896,5,Very satisfied with the purchase.,2025-11-13,Positive
R01887,CUST4247,P0430,4,"Excellent product, highly recommended!",2024-07-06,Positive
R01888,CUST0721,P0953,4,Good value for money.,2024-06-11,Positive
R01889,CUST1886,P0990,5,Quality is great for the price.,2025-08-08,Positive
R01890,CUST0025,P1170,4,"Excellent product, highly recommended!",2025-10-28,Positive
R01891,CUST0613,P1375,5,Very satisfied with the purchase.,2025-09-12,Positive
R01892,CUST3739,P1477,5,Very satisfied with the purchase.,2024-02-18,Positive
R01893,CUST2946,P0476,3,It's fine but could be better.,2025-04-26,Neutral
R01894,CUST4332,P0651,1,Poor customer service experience.,2025-10-25,Negative
R01895,CUST1239,P1283,5,Works as expected.,2024-10-16,Positive
R01896,CUST0194,P0495,4,Good value for money.,2025-11-06,Positive
R01897,CUST3211,P0102,5,Good value for money.,2025-09-18,Positive
R01898,CUST4848,P0713,4,Quality is great for the price.,2025-06-05,Positive
R01899,CUST3613,P1809,4,Quality is great for the price.,2025-06-14,Positive
R01900,CUST0871,P0195,5,Works as expected.,2025-03-23,Positive
R01901,CUST3470,P0313,2,Disappointed with the build quality.,2024-07-30,Negative
R01902,CUST4815,P1692,5,Quality is great for the price.,2024-02-02,Positive
R01903,CUST4079,P0070,5,Very satisfied with the purchase.,2025-01-03,Positive
R01904,CUST3733,P1014,5,Good value for money.,2023-09-18,Positive
R01905,CUST3491,P0246,4,Good value for money.,2020-12-07,Positive
R01906,CUST2533,P1536,5,"Excellent product, highly recommended!",2025-03-04,Positive
R01907,CUST1740,P1415,4,Works as expected.,2025-02-23,Positive
R01908,CUST0111,P0447,5,Quality is great for the price.,2022-03-09,Positive
R01909,CUST0066,P0353,5,Works as expected.,2024-12-09,Positive
R01910,CUST0636,P1521,5,Quality is great for the price.,2021-04-18,Positive
R01911,CUST4124,P0868,2,Not worth the money.,2025-11-04,Negative
R01912,CUST4307,P1406,5,Works as expected.,2025-01-07,Positive
R01913,CUST1809,P1607,5,Quality is great for the price.,2025-09-14,Positive
R01914,CUST4796,P1639,4,Very satisfied with the purchase.,2023-03-06,Positive
R01915,CUST1292,P0205,5,Good value for money.,2025-08-08,Positive
R01916,CUST4106,P1451,5,Quality is great for the price.,2025-01-03,Positive
R01917,CUST0158,P0888,5,Very satisfied with the purchase.,2023-05-03,Positive
R01918,CUST4569,P1878,4,Works as expected.,2025-08-16,Positive
R01919,CUST1691,P1373,3,It's fine but could be better.,2023-02-27,Neutral
R01920,CUST2083,P1431,5,Good value for money.,2025-04-05,Positive
R01921,CUST1766,P1107,5,Good value for money.,2023-08-02,Positive
R01922,CUST2638,P0051,4,Good value for money.,2025-10-13,Positive
R01923,CUST1224,P0989,4,Very satisfied with the purchase.,2025-05-21,Positive
R01924,CUST3400,P1206,4,Works as expected.,2024-10-25,Positive
R01925,CUST2406,P0692,5,Very satisfied with the purchase.,2023-02-25,Positive
R01926,CUST1780,P1540,5,Quality is great for the price.,2023-02-23,Positive
R01927,CUST2552,P0208,3,"Average quality, meets expectations.",2024-08-23,Neutral
R01928,CUST4421,P0897,5,Quality is great for the price.,2021-09-01,Positive
R01929,CUST2186,P1856,2,Stopped working after a week.,2025-01-26,Negative
R01930,CUST3147,P0366,5,Works as expected.,2024-10-25,Positive
R01931,CUST2331,P1868,5,Works as expected.,2025-02-01,Positive
R01932,CUST2469,P0132,5,Very satisfied with the purchase.,2022-10-05,Positive
R01933,CUST4328,P0065,4,Works as expected.,2025-06-11,Positive
R01934,CUST0302,P1093,2,Not worth the money.,2025-05-27,Negative
R01935,CUST2216,P0882,2,Disappointed with the build quality.,2025-05-04,Negative
R01936,CUST4700,P0194,2,Stopped working after a week.,2025-02-09,Negative
R01937,CUST3329,P1123,5,Quality is great for the price.,2025-09-20,Positive
R01938,CUST1210,P0502,4,Works as expected.,2025-08-24,Positive
R01939,CUST4627,P0617,5,Quality is great for the price.,2021-04-20,Positive
R01940,CUST1589,P0974,4,"Excellent product, highly recommended!",2024-09-09,Positive
R01941,CUST0583,P0966,5,Works as expected.,2024-09-21,Positive
R01942,CUST1688,P1336,5,Quality is great for the price.,2025-01-06,Positive
R01943,CUST3973,P1575,5,Quality is great for the price.,2025-09-20,Positive
R01944,CUST4510,P0088,4,"Excellent product, highly recommended!",2023-03-18,Positive
R01945,CUST0533,P0098,5,Very satisfied with the purchase.,2023-12-18,Positive
R01946,CUST1803,P1146,3,It's fine but could be better.,2022-06-17,Neutral
R01947,CUST3998,P0555,5,Quality is great for the price.,2025-08-08,Positive
R01948,CUST4173,P0505,5,Good value for money.,2024-11-02,Positive
R01949,CUST4452,P1262,5,Good value for money.,2024-03-11,Positive
R01950,CUST0148,P0253,2,Poor customer service experience.,2024-05-05,Negative
R01951,CUST1392,P0636,3,"Average quality, meets expectations.",2025-04-07,Neutral
R01952,CUST4663,P1203,3,It's fine but could be better.,2021-04-26,Neutral
R01953,CUST0753,P1271,5,Very satisfied with the purchase.,2024-02-10,Positive
R01954,CUST4586,P1443,4,Very satisfied with the purchase.,2025-08-26,Positive
R01955,CUST2688,P0596,4,Good value for money.,2023-06-24,Positive
R01956,CUST4100,P1074,5,"Excellent product, highly recommended!",2025-10-05,Positive
R01957,CUST1843,P0902,5,Very satisfied with the purchase.,2020-08-10,Positive
R01958,CUST1855,P1381,5,Good value for money.,2025-07-17,Positive
R01959,CUST3383,P1739,4,Good value for money.,2024-02-12,Positive
R01960,CUST4316,P0022,4,"Excellent product, highly recommended!",2025-09-30,Positive
R01961,CUST3882,P0881,5,Good value for money.,2025-10-14,Positive
R01962,CUST0459,P1395,2,Poor customer service experience.,2023-02-04,Negative
R01963,CUST4519,P1004,4,Good value for money.,2025-09-13,Positive
R01964,CUST3750,P0646,2,Not worth the money.,2025-05-24,Negative
R01965,CUST1325,P1317,1,Disappointed with the build quality.,2025-01-19,Negative
R01966,CUST3437,P0584,5,"Excellent product, highly recommended!",2025-10-09,Positive
R01967,CUST4912,P0352,5,Works as expected.,2023-04-28,Positive
R01968,CUST2939,P1212,4,Quality is great for the price.,2025-08-28,Positive
R01969,CUST1636,P1136,4,Good value for money.,2025-01-26,Positive
R01970,CUST2956,P1059,5,"Excellent product, highly recommended!",2025-05-12,Positive
R01971,CUST3609,P1664,4,Very satisfied with the purchase.,2025-06-19,Positive
R01972,CUST1684,P0622,3,"Product is okay, nothing special.",2025-07-02,Neutral
R01973,CUST0645,P1229,4,Very satisfied with the purchase.,2023-05-04,Positive
R01974,CUST0408,P1193,5,Very satisfied with the purchase.,2024-08-15,Positive
R01975,CUST0174,P0279,5,"Excellent product, highly recommended!",2024-04-11,Positive
R01976,CUST2446,P1609,5,Very satisfied with the purchase.,2024-05-31,Positive
R01977,CUST0835,P1551,5,Very satisfied with the purchase.,2025-10-29,Positive
R01978,CUST1367,P0628,4,Good value for money.,2025-03-10,Positive
R01979,CUST2846,P0257,5,Very satisfied with the purchase.,2025-11-03,Positive
R01980,CUST2777,P1400,3,Decent product for the price.,2022-04-06,Neutral
R01981,CUST0163,P1422,5,Good value for money.,2024-01-04,Positive
R01982,CUST4187,P1133,3,"Product is okay, nothing special.",2024-02-27,Neutral
R01983,CUST2501,P0294,5,Works as expected.,2025-05-18,Positive
R01984,CUST2993,P1534,2,Disappointed with the build quality.,2024-07-29,Negative
R01985,CUST2846,P1009,3,It's fine but could be better.,2024-02-11,Neutral
R01986,CUST1021,P0399,5,Quality is great for the price.,2023-04-30,Positive
R01987,CUST1480,P1461,1,Not worth the money.,2024-03-31,Negative
R01988,CUST1413,P1556,3,"Product is okay, nothing special.",2023-12-13,Neutral
R01989,CUST1028,P0184,4,"Excellent product, highly recommended!",2024-08-09,Positive
R01990,CUST3155,P0715,5,"Excellent product, highly recommended!",2025-10-18,Positive
R01991,CUST4538,P0377,5,Quality is great for the price.,2025-05-27,Positive
R01992,CUST3659,P1611,5,Good value for money.,2024-10-05,Positive
R01993,CUST0680,P0712,3,It's fine but could be better.,2024-10-28,Neutral
R01994,CUST4546,P0660,5,Very satisfied with the purchase.,2024-02-25,Positive
R01995,CUST1509,P1934,3,Decent product for the price.,2025-02-07,Neutral
R01996,CUST1640,P0704,5,"Excellent product, highly recommended!",2024-05-15,Positive
R01997,CUST3763,P1996,4,Very satisfied with the purchase.,2020-08-31,Positive
R01998,CUST1186,P1240,4,Quality is great for the price.,2021-11-29,Positive
R01999,CUST1523,P1618,3,It's fine but could be better.,2024-12-06,Neutral
R02000,CUST1586,P1848,4,"Excellent product, highly recommended!",2024-02-25,Positive
R02001,CUST3401,P1340,5,Very satisfied with the purchase.,2024-04-20,Positive
R02002,CUST3546,P0163,5,Works as expected.,2025-03-11,Positive
R02003,CUST3431,P0528,5,Good value for money.,2024-11-15,Positive
R02004,CUST4605,P1116,3,It's fine but could be better.,2024-09-17,Neutral
R02005,CUST0836,P1373,2,Poor customer service experience.,2024-01-21,Negative
R02006,CUST1567,P0973,2,Not worth the money.,2024-02-06,Negative
R02007,CUST4657,P0911,5,Works as expected.,2025-09-19,Positive
R02008,CUST1140,P1440,1,Poor customer service experience.,2025-06-20,Negative
R02009,CUST4817,P1784,4,Good value for money.,2023-10-19,Positive
R02010,CUST3053,P1717,5,Works as expected.,2025-10-01,Positive
R02011,CUST4754,P0520,5,"Excellent product, highly recommended!",2025-11-09,Positive
R02012,CUST0485,P0664,5,"Excellent product, highly recommended!",2022-05-09,Positive
R02013,CUST2592,P0311,4,Quality is great for the price.,2025-09-11,Positive
R02014,CUST1289,P1913,5,Works as expected.,2024-12-09,Positive
R02015,CUST1699,P1661,5,Very satisfied with the purchase.,2024-05-13,Positive
R02016,CUST4658,P1524,3,"Product is okay, nothing special.",2025-04-06,Neutral
R02017,CUST4989,P1263,3,Decent product for the price.,2025-05-30,Neutral
R02018,CUST2464,P1338,4,Works as expected.,2025-07-18,Positive
R02019,CUST2690,P1181,3,"Average quality, meets expectations.",2024-08-02,Neutral
R02020,CUST4324,P1186,5,Works as expected.,2024-08-23,Positive
R02021,CUST0904,P0493,5,"Excellent product, highly recommended!",2025-06-03,Positive
R02022,CUST0938,P0209,2,Stopped working after a week.,2025-09-13,Negative
R02023,CUST4980,P0892,4,Very satisfied with the purchase.,2023-05-04,Positive
R02024,CUST1833,P0342,3,Decent product for the price.,2023-04-03,Neutral
R02025,CUST1290,P0893,5,Quality is great for the price.,2024-08-31,Positive
R02026,CUST1018,P1189,4,Works as expected.,2025-05-15,Positive
R02027,CUST1147,P1510,4,Works as expected.,2025-10-06,Positive
R02028,CUST0930,P0458,5,Very satisfied with the purchase.,2025-05-26,Positive
R02029,CUST2316,P0663,4,Very satisfied with the purchase.,2024-11-23,Positive
R02030,CUST3543,P1010,4,Works as expected.,2025-03-29,Positive
R02031,CUST3177,P0062,4,Works as expected.,2025-10-29,Positive
R02032,CUST3588,P1989,2,Stopped working after a week.,2025-10-31,Negative
R02033,CUST4254,P1161,5,Quality is great for the price.,2024-09-27,Positive
R02034,CUST4491,P0450,5,Works as expected.,2025-10-21,Positive
R02035,CUST0502,P0860,3,It's fine but could be better.,2024-03-26,Neutral
R02036,CUST0095,P1416,5,Works as expected.,2025-09-14,Positive
R02037,CUST1866,P0952,4,Very satisfied with the purchase.,2023-12-19,Positive
R02038,CUST4938,P0918,3,It's fine but could be better.,2021-06-15,Neutral
R02039,CUST4206,P1001,5,Quality is great for the price.,2025-10-24,Positive
R02040,CUST3203,P1806,3,"Average quality, meets expectations.",2025-06-22,Neutral
R02041,CUST1063,P1611,4,"Excellent product, highly recommended!",2025-03-12,Positive
R02042,CUST3693,P0837,2,Poor customer service experience.,2022-04-10,Negative
R02043,CUST2215,P1750,4,Very satisfied with the purchase.,2021-02-20,Positive
R02044,CUST1199,P0653,4,Quality is great for the price.,2023-03-22,Positive
R02045,CUST3420,P0571,5,Good value for money.,2023-04-22,Positive
R02046,CUST0383,P1595,5,Very satisfied with the purchase.,2025-10-25,Positive
R02047,CUST3845,P1796,4,Quality is great for the price.,2024-08-22,Positive
R02048,CUST3392,P0198,4,Quality is great for the price.,2023-07-21,Positive
R02049,CUST1069,P0565,2,Stopped working after a week.,2023-11-12,Negative
R02050,CUST2956,P1242,3,"Product is okay, nothing special.",2024-12-19,Neutral
R02051,CUST0965,P0673,3,It's fine but could be better.,2025-05-12,Neutral
R02052,CUST0931,P0081,5,Quality is great for the price.,2025-10-15,Positive
R02053,CUST0213,P1627,4,"Excellent product, highly recommended!",2025-10-20,Positive
R02054,CUST2900,P1826,2,Stopped working after a week.,2025-11-06,Negative
R02055,CUST3139,P0066,4,Very satisfied with the purchase.,2022-03-10,Positive
R02056,CUST0881,P1107,4,Quality is great for the price.,2025-10-05,Positive
R02057,CUST1791,P1572,4,Good value for money.,2023-03-26,Positive
R02058,CUST3883,P0912,5,Quality is great for the price.,2025-01-17,Positive
R02059,CUST2253,P1792,4,Very satisfied with the purchase.,2024-06-24,Positive
R02060,CUST3459,P1387,5,"Excellent product, highly recommended!",2023-12-01,Positive
R02061,CUST1630,P0288,4,Works as expected.,2025-09-25,Positive
R02062,CUST3509,P0483,4,Quality is great for the price.,2023-11-21,Positive
R02063,CUST4740,P1263,3,"Product is okay, nothing special.",2025-06-12,Neutral
R02064,CUST1825,P0563,5,Works as expected.,2022-08-08,Positive
R02065,CUST3449,P1763,5,Works as expected.,2025-10-13,Positive
R02066,CUST4398,P0341,5,Good value for money.,2024-01-05,Positive
R02067,CUST0353,P1506,5,"Excellent product, highly recommended!",2024-07-07,Positive
R02068,CUST3345,P0244,4,Good value for money.,2025-08-19,Positive
R02069,CUST2368,P0481,3,It's fine but could be better.,2025-09-28,Neutral
R02070,CUST4493,P1929,5,Very satisfied with the purchase.,2023-01-06,Positive
R02071,CUST4841,P1814,5,Works as expected.,2023-10-27,Positive
R02072,CUST4784,P0407,2,Stopped working after a week.,2023-07-23,Negative
R02073,CUST1971,P0660,4,Works as expected.,2023-11-27,Positive
